"region","2016, январь","2016, февраль","2016, март","2016, апрель","2016, май","2016, июнь","2016, июль","2016, август","2016, сентябрь","2016, октябрь","2016, ноябрь","2016, декабрь","2017, январь","2017, февраль","2017, март","2017, апрель","2017, май","2017, июнь","2017, июль","2017, август","2017, сентябрь","2017, октябрь","2017, ноябрь","2017, декабрь","2018, январь","2018, февраль","2018, март","2018, апрель","2018, май","2018, июнь","2018, июль","2018, август","2018, сентябрь","2018, октябрь","2018, ноябрь","2018, декабрь","2019, январь","2019, февраль","2019, март","2019, апрель","2019, май","2019, июнь","2019, июль","2019, август","2019, сентябрь","2019, октябрь","2019, ноябрь","2019, декабрь","2020, январь","2020, февраль","2020, март","2020, апрель","2020, май","2020, июнь","2020, июль","2020, август","2020, сентябрь","2020, октябрь","2020, ноябрь","2020, декабрь","2021, январь","2021, февраль","2021, март","2021, апрель","2021, май","2021, июнь","2021, июль","2021, август","2021, сентябрь","2021, октябрь","2021, ноябрь","2021, декабрь","2022, январь","2022, февраль","2022, март","2022, апрель","2022, май","2022, июнь","2022, июль","2022, август","2022, сентябрь","2022, октябрь","2022, ноябрь","2022, декабрь","2023, январь","2023, февраль","2023, март","2023, апрель","2023, май","2023, июнь","2023, июль","2023, август","2023, сентябрь","2023, октябрь","2023, ноябрь","2023, декабрь","2024, январь","2024, февраль","2024, март","2024, апрель"
"Курганская область","20931","21113","22597","22021","24453","25174","22735","22676","23089","22944","23491","29324.8","22589","22446","23862","24048","26561","27260","24771.7","24529","25640","25657","25022","31571","25548","25510","26622","26502","29707","29507","27400","26981","27085","27018","27887","33553","27616","27310","28372","29403","32226.7","31773","29316","29879","29580","30253","30033","38667","30060","30394","31049","31928","33572","34439","32468.9","32268","31895","30874","30813","42649","32516","31666","33880","35182","35899","37794","34314","33376","35033","33936","35101","45578","34410","34258","37271","39563","39900","42964","38367","38950","39912","41647","42206","57025","41725","42558","45609","46092","51660","53072","48612","48575","50372","51020","51732","69781","53235","54942","58368","57244"
"Свердловская область","29962","29874","31310","31782","32826","34128","32046","31638","32280","32631","33321","41029.9","32257","32862","34061","34662","35985","37439","33061.1","32050","32670","33686","33623","41646","33809","34438","35337","35911","38730","40338","37805","36471","36787","36222","37605","47242","37210","38084","39128","40168","41689.2","42702","40273","38624","39653","41079","41155","50909","41080","40941","42067","41114","44012","43901","41649.9","41199","42241","42630","42537.1","54298","42947","43413","45513","48000","47890","50999","47280","45779","47976","47862","49692","62812","49323","48098","54382","52791","53726","57345","53706","52473","54517","55620","56705","73725","56305","56538","60719","61464","62663","66947","62718","61957","63172","65910","66441","88578","67244","70745","73443","74966"
"Тюменская область","54950","55161","59319","63085","67432","65263","58536","55512","59785","55279","54077","78722.2","56267","56017","61906","67376","71683","68431","61564.7","58322","61943","59737","58645","83716","62084","62882","69656","70334","77614","72097","65581","63801","66179","62979","61937","87465","64408","64397","71193","73572","83024","76769","70052","67849","69345","66333","64493","93716","68706","71615","76156","74904","89253","81710","75053.7","71242","76244","70398","69703.1","105852","73566","76958","81268","82076","92697","95979","81322","76754","80796","76711","76474","110646","80794","83559","93030","91167","100074","100810","99299","88860","94343","88332","87292","126391","90950","95260","101275","100323","117640","112555","108521","98805","103693","99406","96866","138656","102951","109311","126754","113019"
"Ханты-Мансийский авт. округ - Югра","57415","57026","63101","61447","70641","71075","60900","56362","65031","57276","55641","87979.7","58626","56903","64635","64768","74159","73340","63000.1","58867","67116","61508","59552","93660","64152","64542","72917","67551","78191","76795","67599","65065","71580","64575","62555","95941","66308","65384","73415","70582","85427.3","81567","72130","68393","75149","67765","65040","101983","69516","72050","77970","73349","89603","83855","76072","71948","79628","69536","69722.5","112295","72687","76346","83301","80614","89757","102945","82181","75737","86099","76840","75845","120180","80837","84064","94813","91521","98215","107332","104484","88220","104047","89343","87375","137986","91667","93336","104593","96132","115411","119270","112564","97187","110243","99060","97472","152302","103864","108951","132624","110823"
"Ямало-Ненецкий авт. округ","77880","77993","80438","101554","94769","86720","82526","78247","77393","75630","74205","98971.3","80260","82329","86741","110636","105617","93377","86971","84205","81841","82769","81481","102750","88232","91312","96772","112884","117682","98366","91308","90869","86013","86532","86560","113624","91442","92193","96391","117691","120671.2","104035","97385","97365","89703","90694","89778","116810","98645","101040","104927","111955","141319","117335","106530.7","100890","105398","100602","96622.2","140808","107511","109693","110891","119137","143479","127719","110479","108320","104116","105656","107162","137679","116828","119510","130343","130038","158333","135765","133318","127193","119453","121688","120919","158710","128383","136319","138094","152129","179683","148290","144786","140715","135115","135405","131641","168089","142150","149951","169290","162205"
"Тюменская область без авт. округов","33827","35078","37434","37262","41907","39917","36925","37255","38093","37011","36736","49016.4","35547","35936","39825","40912","43525","42619","41095","38767","39068","40237","40715","53559","40176","39990","44843","44396","48590","45961","44031","42635","43486","43910","43729","55663","42425","43174","49636","47124","52382.1","49586","47228","45806","45259","46343","44906","62779","45332","48989","51525","49863","49994","51452","49253.9","47146","47887","48418","48653.2","67661","48397","52056","54393","54908","57002","59035","56662","53235","53378","53483","53142","73555","52587","54701","60791","60039","57239","63025","64176","59703","58953","60342","60544","82126","59974","65499","66426","65588","71459","73206","72966","67850","67773","71028","67938","92894","70132","77525","83402","77522"
"Челябинская область","29158","28652","30166","30720","30988","31900","30474","30161","30389","31270","31095","37503.7","29264","29285","31040","32335","32727","34305","32037.3","30997","31713","32600","32512","38246","32960","32680","34149","34554","35424","36402","34271","33775","33873","34984","34944","42401","33803","34167","35697","37392","38403.8","39458","36161","34931","36407","37184","36471","46361","36351","36357","39410","37887","39735","41023","36902","35670","38005","37272","36801.5","47209","37045","38768","41185","43838","43724","46217","43001","41216","42518","43730","44802","55677","44301","43084","50409","48513","50034","52254","48251","47355","48132","50714","51735","65198","50962","50217","54822","57252","58313","61604","56749","55865","57361","60233","60700","75548","63557","63052","67450","69323"
"Сибирский федеральный округ","28723","28508","29922","30547","32545","33260","30183","29799","30630","30862","31348","39699.3","30637","30570","32667","33198","35292","35725","32324.2","31934","33025","33526","33973","42989","33910","34492","36330","36625","38728","39955","36115","35334","36472","37235","37601","46522","36851","36980","39647","40439","42374.5","43224","39344","38434","39406","40701","40559","51825","40439","40005","42544","42945","44954","45979","42431.8","41328","42388","43077","42813.9","56801","43451","43024","45733","47586","48593","52282","46431","45346","47481","48385","49405","64196","49076","48418","56769","53736","55191","59184","54606","53197","54884","56106","57232","74342","56831","57224","62183","62151","65348","68165","62842","61683","62807","65872","66609","86853","67616","68594","76032","73244"
"Республика Алтай","21885","22499","23172","22514","24464","28603","22444","21976","23158","22583","23610","31032.6","22655","23978","23755","24670","26925","29837","23703","23099","26301","24826","24997","35026","26437","26889","28382","28406","31422","35501","28349","28445","31029","30548","30748","40025","28848","29914","30758","32063","34081.1","37510","29909","29582","31944","32343","32500","44851","32042","33321","33729","34284","38671","39970","33646.7","34019","35308","35573","33864.8","49744","34915","35400","36531","37404","39331","43868","34503","34658","38978","36666","37494","54673","37724","38691","40449","40993","44358","50424","39358","39041","42685","42095","42924","62580","44333","46534","48397","48418","51164","57476","46457","46355","48484","50760","51298","72276","53375","54457","57011","58118"
"Республика Бурятия","28132","27838","28950","28904","30353","34014","28684","27138","28861","29886","30988","39183.9","28660","28821","32115","31307","32161","35260","30413.9","28475","30382","31792","33400","42296","32318","31967","34596","35490","36971","41474","34547","32332","35038","36092","37867","47040","34981","34446","37334","37949","39744.7","42800","37121","35112","37785","38846","39985","51580","39100","37980","40665","39836","43429","45852","39095.8","36219","39250","41006","41010.6","55611","41756","40207","43213","44557","44717","48686","40448","38853","43386","43653","46402","60632","44267","44793","50923","49996","53832","58345","50236","47883","51371","53008","53958","78735","56438","53546","58481","57696","61904","67270","57585","54700","58824","61505","63006","89282","64041","63363","68800","68827"
"Республика Тыва","27290","27115","28275","27460","31310","38245","24076","24448","28231","33402","27727","39214","27699","28650","29528","29649","33546","36490","24702.1","25024","28951","35262","29987","39582","30713","31159","33537","33132","35039","43788","28667","29420","36067","42854","35619","47017","35918","35430","37273","36810","40270","48554","32713","34803","37010","37667","43127","51057","38151","38863","41034","40108","46868","51304","38361.4","39448","42565","42318","49214.7","58237","41431","40715","42949","44244","45187","57798","37540","37971","44437","46550","54092","60190","45955","44318","48654","49172","54003","63716","41385","42473","48492","49642","58120","69915","51565","51519","55406","53817","65300","67202","46686","47762","52894","56061","65155","73370","59553","60350","62937","63457"
"Республика Хакасия","29312","29226","30118","31305","33399","36253","30271","30759","31613","32898","32283","40449","31816","31995","32466","33544","34701","36730","31992.7","32197","33562","35184","34078","43664","34525","34754","36508","36263","39885","43094","37683","38803","39113","37358","37949","48428","35807","35571","38916","39745","40329.9","43708","38472","38173","38604","39661","40074","51160","39976","40091","42007","42609","45213","48266","40649.1","41214","41688","42129","43109.8","54343","42578","42601","44685","46652","47227","51810","43325","44210","46241","46459","47775","62211","47846","46127","52729","52089","53553","58249","50827","51506","52087","54201","56076","72447","55743","54979","58633","58270","61550","66592","56349","57670","58596","61309","63934","81373","63344","63656","65936","67671"
"Алтайский край","19209","19241","20048","20188","20802","22318","20918","20069","20873","20778","20821","27208.2","20302","20091","21817","21953","22504","23720","22388.8","22048","22946","22609","22955","29469","22546","23071","24156","24330","25136","26860","25774","25091","25657","25621","25960","32187","23941","24613","26150","27027","27822.4","29053","27612","27077","27708","28266","27886","37152","26917","27039","28849","28513","29936","30932","29299.7","27924","28734","30208","29647.8","38724","28821","28952","30649","32051","32299","34635","32377","30910","32415","32921","33388","43330","31789","32007","35571","34842","36612","39930","36244","37282","38979","40319","40257","53084","40048","39953","43389","42920","44399","47928","42443","43201","44648","46959","46915","60578","46470","47731","50630","51196"
"Забайкальский край","29764","29693","30516","31116","32316","36054","31150","29611","32919","32201","32710","45031","31220","31085","32973","33237","34905","37926","33056.1","32075","36085","34596","36153","45359","35272","36133","37039","37861","39618","42567","37872","35681","39949","38935","40728","55264","38652","39018","40579","41468","43640.8","46893","41402","39088","43425","43975","44399","59903","43029","41528","43830","44613","48937","48865","44608.1","42612","46498","45513","45703","68313","45328","44461","47233","47554","49676","53631","47200","44837","49748","49635","50801","72207","48883","49388","56351","57546","58838","63866","57036","54462","57413","59796","62797","84426","60492","58984","62968","66295","66857","71426","65168","62135","66158","69733","72580","103026","72880","71526","76570","79340"
"Красноярский край","35424","34666","36388","38502","40964","40200","36702","35568","36676","36988","37519","47646.8","37056","37080","38755","41472","43786","42070","38872.2","38092","39728","40134","40633","52242","40617","41566","43029","44854","48057","47409","42929","41219","42988","44287","44692","56393","45094","45260","47099","50863","52794.7","51874","47481","45365","47599","48725","48445","62846","49334","48155","50931","54785","57839","56792","51880.7","50395","51882","52545","51765.4","69474","53715","52596","56164","61576","60649","66781","57148","54861","58072","59056","59891","79810","62362","59812","77822","67793","70189","73641","71463","64734","68335","68748","69900","95611","70819","70138","76885","79971","80714","82657","81722","75027","75560","79210","79448","108011","82376","83245","98284","90150"
